json_name,id,column_name,path,list_path,subfield_path,var_type,data_type,file_path,duplicate_flag,keepID,date_added
istoricul căutărilor.json,istoricul căutărilor:header,header,"[""header""]",[],"[""header""]",list,string,istoric/istoricul căutărilor.json,No,search-history:header,pre-trial
istoricul căutărilor.json,istoricul căutărilor:title,title,"[""title""]",[],"[""title""]",list,string,istoric/istoricul căutărilor.json,No,search-history:title,pre-trial
istoricul căutărilor.json,istoricul căutărilor:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istoric/istoricul căutărilor.json,No,search-history:titleUrl,pre-trial
istoricul căutărilor.json,istoricul căutărilor:description,description,"[""description""]",[],"[""description""]",list,string,istoric/istoricul căutărilor.json,No,search-history:description,pre-trial
istoricul căutărilor.json,istoricul căutărilor:time,time,"[""time""]",[],"[""time""]",list,string,istoric/istoricul căutărilor.json,No,search-history:time,pre-trial
istoricul căutărilor.json,istoricul căutărilor:products,products,"[""products""]",[],"[""products""]",list,string,istoric/istoricul căutărilor.json,No,search-history:products,pre-trial
istoricul căutărilor.json,istoricul căutărilor:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istoric/istoricul căutărilor.json,No,search-history:activityControls,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:header,header,"[""header""]",[],"[""header""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:header,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:title,title,"[""title""]",[],"[""title""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:title,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:titleUrl,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:time,time,"[""time""]",[],"[""time""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:time,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:products,products,"[""products""]",[],"[""products""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:products,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:activityControls,pre-trial
istoricul căutărilor.json,istoricul căutărilor:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,istoric/istoricul căutărilor.json,No,search-history:name,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:name,name,"[""subtitles"", ""name""]","[""subtitles""]","[""name""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:subtitles:name,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:url,url,"[""subtitles"", ""url""]","[""subtitles""]","[""url""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:subtitles:url,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:header,header,"[""header""]",[],"[""header""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:header,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:title,title,"[""title""]",[],"[""title""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:title,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:titleUrl,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:time,time,"[""time""]",[],"[""time""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:time,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:products,products,"[""products""]",[],"[""products""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:products,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:activityControls,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:header,header,"[""header""]",[],"[""header""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:header,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:title,title,"[""title""]",[],"[""title""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:title,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:titleUrl,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:time,time,"[""time""]",[],"[""time""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:time,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:products,products,"[""products""]",[],"[""products""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:products,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:activityControls,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:name,name,"[""subtitles"", ""name""]","[""subtitles""]","[""name""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:subtitles:name,pre-trial
kijkgeschiedenis.json,kijkgeschiedenis:url,url,"[""subtitles"", ""url""]","[""subtitles""]","[""url""]",list,string,geschiedenis/kijkgeschiedenis.json,No,watch-history:subtitles:url,pre-trial
watch-history.json,watch-history:header,header,"[""header""]",[],"[""header""]",list,string,youtube_takeout/history/watch-history.json,Yes,watch-history:header,pre-trial
watch-history.json,watch-history:title,title,"[""title""]",[],"[""title""]",list,string,youtube_takeout/history/watch-history.json,Yes,watch-history:title,pre-trial
watch-history.json,watch-history:time,time,"[""time""]",[],"[""time""]",list,string,youtube_takeout/history/watch-history.json,Yes,watch-history:time,pre-trial
watch-history.json,watch-history:products,products,"[""products""]",[],"[""products""]",list,string,youtube_takeout/history/watch-history.json,Yes,watch-history:products,pre-trial
watch-history.json,watch-history:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,youtube_takeout/history/watch-history.json,Yes,watch-history:activityControls,pre-trial
search-history.json,search-history:header,header,"[""header""]",[],"[""header""]",list,string,youtube_takeout/history/search-history.json,Yes,search-history:header,pre-trial
search-history.json,search-history:title,title,"[""title""]",[],"[""title""]",list,string,youtube_takeout/history/search-history.json,Yes,search-history:title,pre-trial
search-history.json,search-history:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,youtube_takeout/history/search-history.json,Yes,search-history:titleUrl,pre-trial
search-history.json,search-history:time,time,"[""time""]",[],"[""time""]",list,string,youtube_takeout/history/search-history.json,Yes,search-history:time,pre-trial
search-history.json,search-history:products,products,"[""products""]",[],"[""products""]",list,string,youtube_takeout/history/search-history.json,Yes,search-history:products,pre-trial
search-history.json,search-history:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,youtube_takeout/history/search-history.json,Yes,search-history:activityControls,pre-trial
watch-history.json,watch-history:details:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,youtube_takeout/history/watch-history.json,Yes,watch-history:details:name,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:header,header,"[""header""]",[],"[""header""]",list,string,historial/historial-de-búsqueda.json,No,search-history:header,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:title,title,"[""title""]",[],"[""title""]",list,string,historial/historial-de-búsqueda.json,No,search-history:title,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,historial/historial-de-búsqueda.json,No,search-history:titleUrl,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:description,description,"[""description""]",[],"[""description""]",list,string,historial/historial-de-búsqueda.json,No,search-history:description,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:time,time,"[""time""]",[],"[""time""]",list,string,historial/historial-de-búsqueda.json,No,search-history:time,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:products,products,"[""products""]",[],"[""products""]",list,string,historial/historial-de-búsqueda.json,No,search-history:products,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,historial/historial-de-búsqueda.json,No,search-history:activityControls,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:header,header,"[""header""]",[],"[""header""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:header,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:title,title,"[""title""]",[],"[""title""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:title,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:titleUrl,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:time,time,"[""time""]",[],"[""time""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:time,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:products,products,"[""products""]",[],"[""products""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:products,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:activityControls,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,historial/historial-de-búsqueda.json,No,search-history:name,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:subtitles:name,name,"[""subtitles"", ""name""]","[""subtitles""]","[""name""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:subtitles:name,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:url,url,"[""subtitles"", ""url""]","[""subtitles""]","[""url""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:url,pre-trial
istoricul căutărilor.json,istoricul căutărilor:header,header,"[""header""]",[],"[""header""]",list,string,istoric/istoricul căutărilor.json,No,search-history:header,pre-trial
istoricul căutărilor.json,istoricul căutărilor:title,title,"[""title""]",[],"[""title""]",list,string,istoric/istoricul căutărilor.json,No,search-history:title,pre-trial
istoricul căutărilor.json,istoricul căutărilor:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istoric/istoricul căutărilor.json,No,search-history:titleUrl,pre-trial
istoricul căutărilor.json,istoricul căutărilor:time,time,"[""time""]",[],"[""time""]",list,string,istoric/istoricul căutărilor.json,No,search-history:time,pre-trial
istoricul căutărilor.json,istoricul căutărilor:products,products,"[""products""]",[],"[""products""]",list,string,istoric/istoricul căutărilor.json,No,search-history:products,pre-trial
istoricul căutărilor.json,istoricul căutărilor:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istoric/istoricul căutărilor.json,No,search-history:activityControls,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:header,header,"[""header""]",[],"[""header""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:header,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:title,title,"[""title""]",[],"[""title""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:title,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:titleUrl,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:time,time,"[""time""]",[],"[""time""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:time,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:products,products,"[""products""]",[],"[""products""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:products,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:activityControls,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:name,name,"[""subtitles"", ""name""]","[""subtitles""]","[""name""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:subtitles:name,pre-trial
istoricul-vizionărilor.json,istoricul-vizionărilor:url,url,"[""subtitles"", ""url""]","[""subtitles""]","[""url""]",list,string,istoric/istoricul-vizionărilor.json,No,watch-history:subtitles:url,pre-trial
search-history.json,search-history:header,header,"[""header""]",[],"[""header""]",list,string,history/search-history.json,Yes,search-history:header,pre-trial
search-history.json,search-history:title,title,"[""title""]",[],"[""title""]",list,string,history/search-history.json,Yes,search-history:title,pre-trial
search-history.json,search-history:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,history/search-history.json,Yes,search-history:titleUrl,pre-trial
search-history.json,search-history:description,description,"[""description""]",[],"[""description""]",list,string,history/search-history.json,No,search-history:description,pre-trial
search-history.json,search-history:time,time,"[""time""]",[],"[""time""]",list,string,history/search-history.json,Yes,search-history:time,pre-trial
search-history.json,search-history:products,products,"[""products""]",[],"[""products""]",list,string,history/search-history.json,Yes,search-history:products,pre-trial
search-history.json,search-history:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,history/search-history.json,Yes,search-history:activityControls,pre-trial
watch-history.json,watch-history:header,header,"[""header""]",[],"[""header""]",list,string,history/watch-history.json,Yes,watch-history:header,pre-trial
watch-history.json,watch-history:title,title,"[""title""]",[],"[""title""]",list,string,history/watch-history.json,Yes,watch-history:title,pre-trial
watch-history.json,watch-history:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,history/watch-history.json,No,watch-history:titleUrl,pre-trial
watch-history.json,watch-history:time,time,"[""time""]",[],"[""time""]",list,string,history/watch-history.json,Yes,watch-history:time,pre-trial
watch-history.json,watch-history:products,products,"[""products""]",[],"[""products""]",list,string,history/watch-history.json,Yes,watch-history:products,pre-trial
watch-history.json,watch-history:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,history/watch-history.json,Yes,watch-history:activityControls,pre-trial
search-history.json,search-history:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,history/search-history.json,No,search-history:name,pre-trial
watch-history.json,watch-history:subtitles:name,name,"[""subtitles"", ""name""]","[""subtitles""]","[""name""]",list,string,history/watch-history.json,No,watch-history:subtitles:name,pre-trial
watch-history.json,watch-history:url,url,"[""subtitles"", ""url""]","[""subtitles""]","[""url""]",list,string,history/watch-history.json,No,watch-history:url,pre-trial
paieškos istorija.json,paieškos istorija:header,header,"[""header""]",[],"[""header""]",list,string,istorija/paieškos istorija.json,No,search-history:header,pre-trial
paieškos istorija.json,paieškos istorija:title,title,"[""title""]",[],"[""title""]",list,string,istorija/paieškos istorija.json,No,search-history:title,pre-trial
paieškos istorija.json,paieškos istorija:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istorija/paieškos istorija.json,No,search-history:titleUrl,pre-trial
paieškos istorija.json,paieškos istorija:time,time,"[""time""]",[],"[""time""]",list,string,istorija/paieškos istorija.json,No,search-history:time,pre-trial
paieškos istorija.json,paieškos istorija:products,products,"[""products""]",[],"[""products""]",list,string,istorija/paieškos istorija.json,No,search-history:products,pre-trial
paieškos istorija.json,paieškos istorija:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istorija/paieškos istorija.json,No,search-history:activityControls,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:header,header,"[""header""]",[],"[""header""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:header,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:title,title,"[""title""]",[],"[""title""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:title,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:titleUrl,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:time,time,"[""time""]",[],"[""time""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:time,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:products,products,"[""products""]",[],"[""products""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:products,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:activityControls,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:name,name,"[""subtitles"", ""name""]","[""subtitles""]","[""name""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:subtitles:name,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:url,url,"[""subtitles"", ""url""]","[""subtitles""]","[""url""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:subtitles:url,pre-trial
paieškos istorija.json,paieškos istorija:header,header,"[""header""]",[],"[""header""]",list,string,istorija/paieškos istorija.json,No,search-history:header,pre-trial
paieškos istorija.json,paieškos istorija:title,title,"[""title""]",[],"[""title""]",list,string,istorija/paieškos istorija.json,No,search-history:title,pre-trial
paieškos istorija.json,paieškos istorija:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istorija/paieškos istorija.json,No,search-history:titleUrl,pre-trial
paieškos istorija.json,paieškos istorija:description,description,"[""description""]",[],"[""description""]",list,string,istorija/paieškos istorija.json,No,search-history:description,pre-trial
paieškos istorija.json,paieškos istorija:time,time,"[""time""]",[],"[""time""]",list,string,istorija/paieškos istorija.json,No,search-history:time,pre-trial
paieškos istorija.json,paieškos istorija:products,products,"[""products""]",[],"[""products""]",list,string,istorija/paieškos istorija.json,No,search-history:products,pre-trial
paieškos istorija.json,paieškos istorija:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istorija/paieškos istorija.json,No,search-history:activityControls,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:header,header,"[""header""]",[],"[""header""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:header,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:title,title,"[""title""]",[],"[""title""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:title,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:titleUrl,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:description,description,"[""description""]",[],"[""description""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:description,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:time,time,"[""time""]",[],"[""time""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:time,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:products,products,"[""products""]",[],"[""products""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:products,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:activityControls,pre-trial
paieškos istorija.json,paieškos istorija:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,istorija/paieškos istorija.json,No,search-history:name,pre-trial
žiūrėjimo istorija.json,žiūrėjimo istorija:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,istorija/žiūrėjimo istorija.json,No,watch-history:details:name,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:header,header,"[""header""]",[],"[""header""]",list,string,historial/historial-de-búsqueda.json,No,search-history:header,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:title,title,"[""title""]",[],"[""title""]",list,string,historial/historial-de-búsqueda.json,No,search-history:title,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:titleUrl,titleUrl,"[""titleUrl""]",[],"[""titleUrl""]",list,string,historial/historial-de-búsqueda.json,No,search-history:titleUrl,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:time,time,"[""time""]",[],"[""time""]",list,string,historial/historial-de-búsqueda.json,No,search-history:time,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:products,products,"[""products""]",[],"[""products""]",list,string,historial/historial-de-búsqueda.json,No,search-history:products,pre-trial
historial-de-búsqueda.json,historial-de-búsqueda:activityControls,activityControls,"[""activityControls""]",[],"[""activityControls""]",list,string,historial/historial-de-búsqueda.json,No,search-history:activityControls,pre-trial
historial-de-reproducciones.json,historial-de-reproducciones:details:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,historial/historial-de-reproducciones.json,No,watch-history:details:name,pre-trial
watch-history.json,watch-history:details:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,history/watch-history.json,Yes,watch-history:details:name,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:description,description,"[""description""]",[],"[""description""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:description,pre-trial
zoekgeschiedenis.json,zoekgeschiedenis:name,name,"[""details"", ""name""]","[""details""]","[""name""]",list,string,geschiedenis/zoekgeschiedenis.json,No,search-history:name,pre-trial
