id,column_name,path,list_path,subfield_path,var_type,data_type,json_name,duplicate_flag,keepID
Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE,People you assigned to moderate your LIVE,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""People you assigned to moderate your LIVE""]",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""People you assigned to moderate your LIVE""]",static,array,,Yes,Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE
Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE,People you assigned to moderate your LIVE,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""People you assigned to moderate your LIVE""]",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""People you assigned to moderate your LIVE""]",static,array,,Yes,Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE
Your Activity:Activity Summary:ActivitySummaryMap:note,note,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""note""]",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""note""]",static,string,,No,
Your Activity:Activity Summary:ActivitySummaryMap:videosCommentedOnSinceAccountRegistration,videosCommentedOnSinceAccountRegistration,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosCommentedOnSinceAccountRegistration""]",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosCommentedOnSinceAccountRegistration""]",static,number,,No,Activity:Activity Summary:ActivitySummaryMap:videosCommentedOnSinceAccountRegistration
Your Activity:Activity Summary:ActivitySummaryMap:videosSharedSinceAccountRegistration,videosSharedSinceAccountRegistration,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosSharedSinceAccountRegistration""]",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosSharedSinceAccountRegistration""]",static,number,,No,Activity:Activity Summary:ActivitySummaryMap:videosSharedSinceAccountRegistration
Your Activity:Activity Summary:ActivitySummaryMap:videosWatchedToTheEndSinceAccountRegistration,videosWatchedToTheEndSinceAccountRegistration,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosWatchedToTheEndSinceAccountRegistration""]",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosWatchedToTheEndSinceAccountRegistration""]",static,number,,No,Activity:Activity Summary:ActivitySummaryMap:videosWatchedToTheEndSinceAccountRegistration
Your Activity:Most Recent Location Data:LocationData:Date,Date,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""Date""]",,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""Date""]",static,string,,No,
Your Activity:Most Recent Location Data:LocationData:GpsData,GpsData,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""GpsData""]",,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""GpsData""]",static,string,,No,
Your Activity:Most Recent Location Data:LocationData:LastRegion,LastRegion,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""LastRegion""]",,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""LastRegion""]",static,string,,No,
Your Activity:Purchases:SendGifts:SendGifts,SendGifts,"[""Your Activity"", ""Purchases"", ""SendGifts"", ""SendGifts""]",,"[""Your Activity"", ""Purchases"", ""SendGifts"", ""SendGifts""]",static,object,,No,
Your Activity:Purchases:BuyGifts:BuyGifts,BuyGifts,"[""Your Activity"", ""Purchases"", ""BuyGifts"", ""BuyGifts""]",,"[""Your Activity"", ""Purchases"", ""BuyGifts"", ""BuyGifts""]",static,object,,No,
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,object,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,object,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,object,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,object,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed
App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences,Video Languages Preferences,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,object,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences
App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences,Video Languages Preferences,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,object,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences
Your Activity:Searches:SearchList:Date,Date,"[""Your Activity"", ""Searches"", ""SearchList"", ""Date""]","[""Your Activity"", ""Searches"", ""SearchList""]","[""Date""]",list,string,,No,Activity:Search History:SearchList:Date
Your Activity:Searches:SearchList:SearchTerm,SearchTerm,"[""Your Activity"", ""Searches"", ""SearchList"", ""SearchTerm""]","[""Your Activity"", ""Searches"", ""SearchList""]","[""SearchTerm""]",list,string,,No,Activity:Search History:SearchList:SearchTerm
Your Activity:Status:Status List:Resolution,Resolution,"[""Your Activity"", ""Status"", ""Status List"", ""Resolution""]","[""Your Activity"", ""Status"", ""Status List""]","[""Resolution""]",list,string,,No,
Your Activity:Status:Status List:App Version,App Version,"[""Your Activity"", ""Status"", ""Status List"", ""App Version""]","[""Your Activity"", ""Status"", ""Status List""]","[""App Version""]",list,string,,No,
Your Activity:Status:Status List:IDFA,IDFA,"[""Your Activity"", ""Status"", ""Status List"", ""IDFA""]","[""Your Activity"", ""Status"", ""Status List""]","[""IDFA""]",list,string,,No,
Your Activity:Status:Status List:GAID,GAID,"[""Your Activity"", ""Status"", ""Status List"", ""GAID""]","[""Your Activity"", ""Status"", ""Status List""]","[""GAID""]",list,string,,No,
Your Activity:Status:Status List:Android ID,Android ID,"[""Your Activity"", ""Status"", ""Status List"", ""Android ID""]","[""Your Activity"", ""Status"", ""Status List""]","[""Android ID""]",list,string,,No,
Your Activity:Status:Status List:IDFV,IDFV,"[""Your Activity"", ""Status"", ""Status List"", ""IDFV""]","[""Your Activity"", ""Status"", ""Status List""]","[""IDFV""]",list,string,,No,
Your Activity:Status:Status List:Web ID,Web ID,"[""Your Activity"", ""Status"", ""Status List"", ""Web ID""]","[""Your Activity"", ""Status"", ""Status List""]","[""Web ID""]",list,string,,No,
Your Activity:Watch History:VideoList:Date,Date,"[""Your Activity"", ""Watch History"", ""VideoList"", ""Date""]","[""Your Activity"", ""Watch History"", ""VideoList""]","[""Date""]",list,string,,No,Activity:Video Browsing History:VideoList:Date
Your Activity:Watch History:VideoList:Link,Link,"[""Your Activity"", ""Watch History"", ""VideoList"", ""Link""]","[""Your Activity"", ""Watch History"", ""VideoList""]","[""Link""]",list,string,,No,Activity:Video Browsing History:VideoList:Link
Profile:Profile Info:ProfileMap:PlatformInfo:Description,Description,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo"", ""Description""]","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","[""Description""]",list,string,,No,
Profile:Profile Info:ProfileMap:PlatformInfo:Name,Name,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo"", ""Name""]","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","[""Name""]",list,string,,No,
Profile:Profile Info:ProfileMap:PlatformInfo:Platform,Platform,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo"", ""Platform""]","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","[""Platform""]",list,string,,No,
Profile:Profile Info:ProfileMap:PlatformInfo:Profile Photo,Profile Photo,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo"", ""Profile Photo""]","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","[""Profile Photo""]",list,string,,No,
Post:Recently Deleted Posts:PostList,PostList,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,array,,Yes,
Post:Recently Deleted Posts:PostList,PostList,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,array,,Yes,
App Settings:Settings:SettingsMap:Personalized Ads,Personalized Ads,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Personalized Ads""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Personalized Ads""]",static,string,,No,App Settings:Settings:SettingsMap:Personalized Ads
Profile:Profile Info:ProfileMap:PlatformInfo,PlatformInfo,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]",static,array,,No,
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,array,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,array,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,array,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed
App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,array,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed
App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences,Video Languages Preferences,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,array,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences
App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences,Video Languages Preferences,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,array,,Yes,App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences
Post:Posts:VideoList:Date,Date,"[""Post"", ""Posts"", ""VideoList"", ""Date""]","[""Post"", ""Posts"", ""VideoList""]","[""Date""]",list,string,,No,Video:Videos:VideoList:Date
Post:Posts:VideoList:Link,Link,"[""Post"", ""Posts"", ""VideoList"", ""Link""]","[""Post"", ""Posts"", ""VideoList""]","[""Link""]",list,string,,No,Video:Videos:VideoList:Link
Post:Posts:VideoList:Likes,Likes,"[""Post"", ""Posts"", ""VideoList"", ""Likes""]","[""Post"", ""Posts"", ""VideoList""]","[""Likes""]",list,string,,No,Video:Videos:VideoList:Likes
Post:Posts:VideoList:WhoCanView,WhoCanView,"[""Post"", ""Posts"", ""VideoList"", ""WhoCanView""]","[""Post"", ""Posts"", ""VideoList""]","[""WhoCanView""]",list,string,,No,Video:Videos:VideoList:WhoCanView
Post:Posts:VideoList:AllowComments,AllowComments,"[""Post"", ""Posts"", ""VideoList"", ""AllowComments""]","[""Post"", ""Posts"", ""VideoList""]","[""AllowComments""]",list,string,,No,Video:Videos:VideoList:AllowComments
Post:Posts:VideoList:AllowStitches,AllowStitches,"[""Post"", ""Posts"", ""VideoList"", ""AllowStitches""]","[""Post"", ""Posts"", ""VideoList""]","[""AllowStitches""]",list,string,,No,Video:Videos:VideoList:AllowStitches
Post:Posts:VideoList:AllowDuets,AllowDuets,"[""Post"", ""Posts"", ""VideoList"", ""AllowDuets""]","[""Post"", ""Posts"", ""VideoList""]","[""AllowDuets""]",list,string,,No,Video:Videos:VideoList:AllowDuets
Post:Posts:VideoList:AllowStickers,AllowStickers,"[""Post"", ""Posts"", ""VideoList"", ""AllowStickers""]","[""Post"", ""Posts"", ""VideoList""]","[""AllowStickers""]",list,string,,No,Video:Videos:VideoList:AllowStickers
Post:Posts:VideoList:AllowSharingToStory,AllowSharingToStory,"[""Post"", ""Posts"", ""VideoList"", ""AllowSharingToStory""]","[""Post"", ""Posts"", ""VideoList""]","[""AllowSharingToStory""]",list,string,,No,Video:Videos:VideoList:AllowSharingToStory
Post:Posts:VideoList:ContentDisclosure,ContentDisclosure,"[""Post"", ""Posts"", ""VideoList"", ""ContentDisclosure""]","[""Post"", ""Posts"", ""VideoList""]","[""ContentDisclosure""]",list,string,,No,Video:Videos:VideoList:ContentDisclosure
Post:Posts:VideoList:AIGeneratedContent,AIGeneratedContent,"[""Post"", ""Posts"", ""VideoList"", ""AIGeneratedContent""]","[""Post"", ""Posts"", ""VideoList""]","[""AIGeneratedContent""]",list,string,,No,Video:Videos:VideoList:AIGeneratedContent
Post:Posts:VideoList:Sound,Sound,"[""Post"", ""Posts"", ""VideoList"", ""Sound""]","[""Post"", ""Posts"", ""VideoList""]","[""Sound""]",list,string,,No,Video:Videos:VideoList:Sound
Post:Posts:VideoList:Location,Location,"[""Post"", ""Posts"", ""VideoList"", ""Location""]","[""Post"", ""Posts"", ""VideoList""]","[""Location""]",list,string,,No,Video:Videos:VideoList:Location
Post:Posts:VideoList:Title,Title,"[""Post"", ""Posts"", ""VideoList"", ""Title""]","[""Post"", ""Posts"", ""VideoList""]","[""Title""]",list,string,,No,Video:Videos:VideoList:Title
Post:Posts:VideoList:AddYoursText,AddYoursText,"[""Post"", ""Posts"", ""VideoList"", ""AddYoursText""]","[""Post"", ""Posts"", ""VideoList""]","[""AddYoursText""]",list,string,,No,Video:Videos:VideoList:AddYoursText
Your Activity:Favorite Effects:FavoriteEffectsList:Date,Date,"[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList"", ""Date""]","[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList""]","[""Date""]",list,string,,No,Your Activity:Favorite Effects:FavoriteEffectsList:Date
Your Activity:Favorite Effects:FavoriteEffectsList:EffectLink,EffectLink,"[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList"", ""EffectLink""]","[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList""]","[""EffectLink""]",list,string,,No,Your Activity:Favorite Effects:FavoriteEffectsList:EffectLink
Your Activity:Favorite Sounds:FavoriteSoundList:Date,Date,"[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList"", ""Date""]","[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList""]","[""Date""]",list,string,,No,Your Activity:Favorite Sounds:FavoriteSoundList:Date
Your Activity:Favorite Sounds:FavoriteSoundList:Link,Link,"[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList"", ""Link""]","[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList""]","[""Link""]",list,string,,No,Your Activity:Favorite Sounds:FavoriteSoundList:Link
Your Activity:Favorite Videos:FavoriteVideoList:Date,Date,"[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList"", ""Date""]","[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList""]","[""Date""]",list,string,,No,Activity:Favorite Videos:FavoriteVideoList:Date
Your Activity:Favorite Videos:FavoriteVideoList:Link,Link,"[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList"", ""Link""]","[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList""]","[""Link""]",list,string,,No,Activity:Favorite Videos:FavoriteVideoList:Link
Your Activity:Follower:FansList:Date,Date,"[""Your Activity"", ""Follower"", ""FansList"", ""Date""]","[""Your Activity"", ""Follower"", ""FansList""]","[""Date""]",list,string,,No,Activity:Follower List:FansList:Date
Your Activity:Follower:FansList:UserName,UserName,"[""Your Activity"", ""Follower"", ""FansList"", ""UserName""]","[""Your Activity"", ""Follower"", ""FansList""]","[""UserName""]",list,string,,No,Activity:Follower List:FansList:UserName
Your Activity:Following:Following:Date,Date,"[""Your Activity"", ""Following"", ""Following"", ""Date""]","[""Your Activity"", ""Following"", ""Following""]","[""Date""]",list,string,,No,Activity:Following List:Following:Date
Your Activity:Following:Following:UserName,UserName,"[""Your Activity"", ""Following"", ""Following"", ""UserName""]","[""Your Activity"", ""Following"", ""Following""]","[""UserName""]",list,string,,No,Activity:Following List:Following:UserName
Your Activity:Hashtag:HashtagList:HashtagName,HashtagName,"[""Your Activity"", ""Hashtag"", ""HashtagList"", ""HashtagName""]","[""Your Activity"", ""Hashtag"", ""HashtagList""]","[""HashtagName""]",list,string,,No,Activity:Hashtag:HashtagList:HashtagName
Your Activity:Hashtag:HashtagList:HashtagLink,HashtagLink,"[""Your Activity"", ""Hashtag"", ""HashtagList"", ""HashtagLink""]","[""Your Activity"", ""Hashtag"", ""HashtagList""]","[""HashtagLink""]",list,string,,No,Activity:Hashtag:HashtagList:HashtagLink
Your Activity:Like List:ItemFavoriteList:date,date,"[""Your Activity"", ""Like List"", ""ItemFavoriteList"", ""date""]","[""Your Activity"", ""Like List"", ""ItemFavoriteList""]","[""date""]",list,string,,No,Activity:Like List:ItemFavoriteList:date
Your Activity:Like List:ItemFavoriteList:link,link,"[""Your Activity"", ""Like List"", ""ItemFavoriteList"", ""link""]","[""Your Activity"", ""Like List"", ""ItemFavoriteList""]","[""link""]",list,string,,No,Activity:Like List:ItemFavoriteList:link
Your Activity:Login History:LoginHistoryList:Date,Date,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""Date""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""Date""]",list,string,,No,
Your Activity:Login History:LoginHistoryList:IP,IP,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""IP""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""IP""]",list,string,,No,
Your Activity:Login History:LoginHistoryList:DeviceModel,DeviceModel,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""DeviceModel""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""DeviceModel""]",list,string,,No,
Your Activity:Login History:LoginHistoryList:DeviceSystem,DeviceSystem,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""DeviceSystem""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""DeviceSystem""]",list,string,,No,
Your Activity:Login History:LoginHistoryList:NetworkType,NetworkType,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""NetworkType""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""NetworkType""]",list,string,,No,
Your Activity:Login History:LoginHistoryList:Carrier,Carrier,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""Carrier""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""Carrier""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:Date,Date,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Date""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Date""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:DateDeleted,DateDeleted,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""DateDeleted""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""DateDeleted""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:Link,Link,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Link""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Link""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:Likes,Likes,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Likes""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Likes""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:ContentDisclosure,ContentDisclosure,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""ContentDisclosure""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""ContentDisclosure""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:AIGeneratedContent,AIGeneratedContent,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""AIGeneratedContent""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""AIGeneratedContent""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:Sound,Sound,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Sound""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Sound""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:Location,Location,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Location""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Location""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:Title,Title,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Title""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Title""]",list,string,,No,
Video:RecentlyDeletedPosts:PostList:AddYoursText,AddYoursText,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""AddYoursText""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""AddYoursText""]",list,string,,No,
